rank,priority_tier,resource_kind,usefulness_score,title,author,year,category,collection,source_url,download_url,public_domain_status,commercial_use_status,rights_basis,recommended_use,file_path,word_count,reading_hours_estimate,work_group_key,edition_or_volume_count
1,Tier 1 - core beta study library,Commentary,1490,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,Ernst Wilhelm Hengstenberg and Theodore Meyer,2009,Commentaries,Commentary,https://www.gutenberg.org/ebooks/30608,https://www.gutenberg.org/ebooks/30608.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30608.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/christology-of-the-old-testament-and-a-commentary-on-the-messianic-predictions-vol-2-ernst-wilhelm-hengstenber.txt,200869,22.3,christology of the old testament and a commentary on the messianic predictions|ernst wilhelm hengstenberg and theodore meyer,1
774,Tier 4 - useful supporting resource,Christian Book,1055,"The American Missionary, Volume 34, No. 11, November 1880",Various,2017,Missions,Missions Periodicals,https://www.gutenberg.org/ebooks/55008,https://www.gutenberg.org/ebooks/55008.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/55008.,"Historical missions periodical for background, illustrations, and missions burden; use selectively.",data/library/verified/the-american-missionary-volume-34-no-11-november-1880-various.txt,42353,4.7,the american missionary no november|various,10
775,Tier 4 - useful supporting resource,Christian Book,1055,The Baptism with the Holy Spirit,R. A. Torrey,1895,Christian Living,Torrey Collection,https://archive.org/download/baptismwithholys00torr/baptismwithholys00torr_djvu.txt,https://archive.org/download/baptismwithholys00torr/baptismwithholys00torr_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/baptismwithholys00torr/baptismwithholys00torr_djvu.txt.,Torrey doctrinal and practical teaching on the Holy Spirit for Bible study and teaching preparation. OCR text should be spot-checked before quotation or public teaching use.,data/library/verified/the-baptism-with-the-holy-spirit-r-a-torrey.txt,16868,1.9,the baptism with the holy spirit|r a torrey,1
776,Tier 4 - useful supporting resource,Christian Book,1055,The Gospel Ministry: Duty and Privilege of Supporting It....,J. A. Wylie,2026,Baptist History,Church History,https://archive.org/download/gospelministryd00wyligoog/gospelministryd00wyligoog_djvu.txt,https://archive.org/download/gospelministryd00wyligoog/gospelministryd00wyligoog_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/gospelministryd00wyligoog/gospelministryd00wyligoog_djvu.txt.,"Public-domain church history resource for historical study, with perspective labels.",data/library/verified/the-gospel-ministry-duty-and-privilege-of-supporting-it-j-a-wylie.txt,52697,5.9,the gospel ministry duty and privilege of supporting it|j a wylie,1
777,Tier 4 - useful supporting resource,Christian Book,1055,The Jerusalem Sinner Saved,John Bunyan,1688,Evangelism,Evangelism,https://www.gutenberg.org/ebooks/3270,https://www.gutenberg.org/ebooks/3270.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Evangelism, Gospel invitations, and encouragement for seekers.",data/library/verified/the-jerusalem-sinner-saved.txt,38498,4.3,the jerusalem sinner saved|john bunyan,1
778,Tier 4 - useful supporting resource,Christian Book,1055,"The Man with the Book; or, The Bible Among the People.","Weylland, John Matthias",2011,Missions,Missions,https://www.gutenberg.org/ebooks/38330,https://www.gutenberg.org/ebooks/38330.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/38330.,"Missions, evangelism, or missionary biography for prayer burden and teaching examples.",data/library/verified/the-man-with-the-book-or-the-bible-among-the-people-weylland-john-matthias.txt,81148,9.0,the man with the book or the bible among the people|weylland john matthias,1
779,Tier 4 - useful supporting resource,Christian Book,1055,"The school of obedience : addresses at the student's convention at Stellenbosch, 28th to 31st July 1898",Andrew Murray,2026,Prayer,Andrew Murray Collection,https://archive.org/download/schoolofobedienc00murr/schoolofobedienc00murr_djvu.txt,https://archive.org/download/schoolofobedienc00murr/schoolofobedienc00murr_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/schoolofobedienc00murr/schoolofobedienc00murr_djvu.txt.,Andrew Murray public-domain prayer or devotional resource for prayer study and Christian living.,data/library/verified/the-school-of-obedience-addresses-at-the-student-s-convention-at-stellenbosch-28th-to-31st-july-1898-andrew-mu.txt,27796,3.1,the school of obedience addresses at the student s convention at stellenbosch 28th to 31st july|andrew murray,1
780,Tier 4 - useful supporting resource,Christian Book,1055,The Soul-Winner,C. H. Spurgeon,1895,Evangelism,Spurgeon Collection,https://archive.org/download/soulwinnerorhowt00spur/soulwinnerorhowt00spur_djvu.txt,https://archive.org/download/soulwinnerorhowt00spur/soulwinnerorhowt00spur_djvu.txt,verified,verified_allowed_public_domain,Internet Archive item soulwinnerorhowt00spur lists public-domain or NOT_IN_COPYRIGHT status. Direct IA OCR text imported for beta reading with use-with-discernment and OCR spot-check labels.,"Evangelism and personal witness resource for preaching, teaching, and outreach training.",data/library/verified/the-soul-winner-c-h-spurgeon.txt,95202,10.6,the soul winner|c h spurgeon,1
781,Tier 4 - useful supporting resource,Christian Book,1055,The true vine; meditations for a month on John XV: 1-16 ..,Andrew Murray,1898,Prayer,Andrew Murray Collection,https://archive.org/download/truevinemeditati00murr/truevinemeditati00murr_djvu.txt,https://archive.org/download/truevinemeditati00murr/truevinemeditati00murr_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/truevinemeditati00murr/truevinemeditati00murr_djvu.txt.,Andrew Murray public-domain prayer or devotional resource for prayer study and Christian living.,data/library/verified/the-true-vine-meditations-for-a-month-on-john-xv-1-16-andrew-murray.txt,23560,2.6,the true vine meditations for a month on john xv|andrew murray,1
782,Tier 4 - useful supporting resource,Christian Book,1055,Thoughts on Missions,Sheldon Dibble,2008,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/26062,https://www.gutenberg.org/ebooks/26062.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/26062.,"Missions biography and history for examples, context, and burden for evangelism and prayer.",data/library/verified/thoughts-on-missions-sheldon-dibble.txt,44627,5.0,thoughts on missions|sheldon dibble,1
783,Tier 4 - useful supporting resource,Christian Book,1055,Through lands that were dark Being a record of a year's missionary journey in Africa and Madagascar,"Hawkins, F. H.",2023,Missions,Missions Biographies,https://www.gutenberg.org/ebooks/69906,https://www.gutenberg.org/ebooks/69906.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/69906.,"Missions biography and history for examples, burden, and prayer.",data/library/verified/through-lands-that-were-dark-being-a-record-of-a-year-s-missionary-journey-in-africa-and-madagascar-hawkins-f-.txt,38248,4.2,through lands that were dark being a record of a year s missionary journey in africa and madagascar|hawkins f h,1
784,Tier 4 - useful supporting resource,Christian Book,1050,"""Bear ye one another's burdens."" A Plain Sermon on the Lancashire Distress","Cowan, James Galloway",2021,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/64735,https://www.gutenberg.org/ebooks/64735.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/64735.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/bear-ye-one-another-s-burdens-a-plain-sermon-on-the-lancashire-distress-cowan-james-galloway.txt,2309,0.3,bear ye one another s burdens a plain sermon on the lancashire distress|cowan james galloway,1
785,Tier 4 - useful supporting resource,Christian Book,1050,"""Hear Ye the Rod, and Who Hath Appointed It"": A Sermon for the Fast Day, October 7, 1857","Cowan, James Galloway",2021,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/64742,https://www.gutenberg.org/ebooks/64742.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/64742.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/hear-ye-the-rod-and-who-hath-appointed-it-a-sermon-for-the-fast-day-october-7-1857-cowan-james-galloway.txt,4725,0.5,hear ye the rod and who hath appointed it a sermon for the fast day october|cowan james galloway,1
786,Tier 4 - useful supporting resource,Christian Book,1050,"A Sermon preached at St. George's Church, Bolton, on Sunday, 7th January, 1838 occasioned by the death of the Rev. William Thistlewaite","Slade, James",2021,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/67032,https://www.gutenberg.org/ebooks/67032.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/67032.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/a-sermon-preached-at-st-george-s-church-bolton-on-sunday-7th-january-1838-occasioned-by-the-death-of-the-rev-w.txt,3664,0.4,a sermon preached at st george s church bolton on sunday 7th january occasioned by the death of the rev william thistlewaite|slade james,1
787,Tier 4 - useful supporting resource,Christian Book,1050,"A Sermon Preached in York Minister, on St. Bartholomew's Day, Friday, August 24, 1877: on the Occasion of the Consecration of the Right Rev. Rowley Hi","Hoare, Edward",2016,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/52421,https://www.gutenberg.org/ebooks/52421.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/52421.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/a-sermon-preached-in-york-minister-on-st-bartholomew-s-day-friday-august-24-1877-on-the-occasion-of-the-consec.txt,3557,0.4,a sermon preached in york minister on st bartholomew s day friday august on the occasion of the consecration of the right rev rowley hi|hoare edward,1
788,Tier 4 - useful supporting resource,Christian Book,1050,Preacher and Prayer,Edward M. Bounds,1907,Preaching/teaching,Preaching/teaching,https://www.gutenberg.org/ebooks/63486,https://www.gutenberg.org/ebooks/63486.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog page reports public domain in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/preacher-and-prayer.txt,24370,2.7,preacher and prayer|edward m bounds,1
789,Tier 4 - useful supporting resource,Christian Book,1050,"Prospects of the Church of England: A sermon preached in the Parish Church of Doncaster, on Sunday evening, August 30, 1868, on the occasion of the fi","Vaughan, C. J. (Charles John)",2020,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/63763,https://www.gutenberg.org/ebooks/63763.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/63763.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/prospects-of-the-church-of-england-a-sermon-preached-in-the-parish-church-of-doncaster-on-sunday-evening-augus.txt,4532,0.5,prospects of the church of england a sermon preached in the parish church of doncaster on sunday evening august on the occasion of the fi|vaughan c j charles john,1
790,Tier 4 - useful supporting resource,Christian Book,1050,The Cause and Cure of the Cattle Plague: A Plain Sermon,"Cowan, James Galloway",2021,Preaching & Teaching,Preaching & Teaching,https://www.gutenberg.org/ebooks/64734,https://www.gutenberg.org/ebooks/64734.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/64734.,"Preaching and teaching help for illustrations, exposition, and lesson preparation.",data/library/verified/the-cause-and-cure-of-the-cattle-plague-a-plain-sermon-cowan-james-galloway.txt,2745,0.3,the cause and cure of the cattle plague a plain sermon|cowan james galloway,1
791,Tier 4 - useful supporting resource,Christian Book,1050,The Pilgrim's Progress by John Bunyan Every Child Can Read,"Bunyan, John; Hurlbut, Jesse Lyman",2012,Christian Living,Christian Living,https://www.gutenberg.org/ebooks/39452,https://www.gutenberg.org/ebooks/39452.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,Christian classic or devotional resource for careful reading and practical application.,data/library/verified/the-pilgrim-s-progress-by-john-bunyan-every-child-can-read.txt,102958,11.4,the pilgrim s progress by john bunyan every child can read|bunyan john hurlbut jesse lyman,1
